tmdb_id,poster_path,overview
50212,/brgPEhYh7rBexYGMPHM8cUHoyWC.jpg,"Une station radiophonique, « Radio 1 », propose un jeu routier permettant aux automobilistes possédant sur leur voiture l'autocollant de la station d'être reconnus sur les routes par la voiture de la station qui annonce à l'antenne leur numéro d'immatriculation, leur permettant s'ils s'arrêtent  de sélectionner une des quatre enveloppes détenant différentes sommes d'argent en billets. Dans la voiture de la station, l'équipe, dirigée par Patrice avec Bonnie l'animatrice et l'ingénieur du son, suivent la voiture de Ferdinand Perlin qui ambitionne avec son tas de ferraille de sillonner les routes de la Thaïlande. Surpris d'être l'heureux gagnant, il quitte la route et accidente son véhicule pour remporter la somme de 500 francs... Pris en pitié par Bonnie qui l'invite chez elle, Ferdinand entame une liaison ravageuse et passionnée avec elle, qui a d'autres ambitions, notamment coucher avec François-Albert l'animateur vedette pour assurer sa carrière. Ferdinand délaissé se révolte..."
10260,/kvILcin1mGcEyu0rrME8MlmD9b3.jpg,"René Boirond est inspecteur de police, bedonnant et corrompu, dans le XVIIIe arrondissement de Paris. Depuis des années, il tient son quartier à coups de combines. Il y a ses habitudes, ses petits trafics et ses petits profits, de quoi financer sa passion du turf. François Lesbuche, jeune inspecteur fraîchement diplômé et droit comme la justice est le nouveau partenaire de René. La cohabitation s’annonce difficile…"
68946,/xEoUSNfYW8LjgAqnA7ChXlKNn7B.jpg,"Simone, aide ménagère dans la banlieue lyonnaise, s'occupe des cinq enfants de Robert, un chômeur que sa femme a quitté pour aller vivre à Paris. Voulant la retrouver, Robert emmène sa famille et Simone dans la capitale. Pierrot, le frère transsexuel de Simone, les héberge. Tous ensemble, ils partent à la recherche de la femme de Robert..."
127994,/sGG9uqAGVCucMjEaAcdSISCxWJN.jpg,"Michel Perrin, important industriel, et Sarah Gaucher, comédienne renommée, n'ont a priori rien en commun... et pourtant, ils disparaissent mystérieusement tous les deux le même jour, à la même heure. Et, surtout, réapparaissent trois jours plus tard comme si rien ne s'était passé ! Ce qui pourrait sembler n'être qu'une troublante coïncidence, mais le phénomène se reproduit à l'identique peu de temps après..."
155219,/hrVlCtaYWY9b8kawD62nLqmVCbf.jpg,"Deux amies, Stéphanie, la fonceuse et Véronique, la sage, s'éprennent du même garçon, Cyril, qu'elles vont aimer chacune à leur manière. A la suite d'une histoire de photo retrouvée par Véronique, les problèmes conjugaux éclatent entre les parents de Stéphanie. Après de vacances passées en Bretagne en compagnie de Cyril, il avoue sa préférence pour Véronique. Le père de Stéphanie va reconquérir sa femme et l'affection de sa fille..."
98927,/ijXqFpUKpO9MWHpKacshV2MT1ww.jpg,"Un gangster hystérique, une jeune prostituée et un être innocent vivent des rapports passionnés. Ils seront pris dans la tourmente d'un règlement de comptes implacable"
118694,/ywcdLGtOSfgeU3JFGBlv4kkkt6U.jpg,"À Aix en Provence, Marc est marié à Jeanne depuis huit ans. Il ne peut s'empêcher de cumuler les aventures adultérines, les soirées et virées avec ses amis. Elle le quitte pour Antoine, industriel rassurant et quinquagénaire sportif qui vient vivre avec Jeanne. Marc quitte le domicile et s'installe à l'hôtel Saint Georges, de son ami Georges. En proie aux remords, Marc tente en vain de renouer avec Jeanne. Il commence à déprimer quand il rencontre Samantha, fine et cultivée qui vit luxueusement de ses charmes. Marc revit. Bientôt les deux couples cohabitent ensemble et heureux dans l'appartement de Marc et Jeanne pour leur plus grand bonheur mais dans un équilibre instable."
246601,/oQQyf2BwuqtHisL4T26s3J07XA5.jpg,"Le soir où Gautier découvre la fameuse ""zone G"" avec Rose sa vie sexuelle change totalement. Déterminé à leur révéler à elles-mêmes leur sexualité, Gautier passe de femme en femme, mais seule son initiatrice, détentrice de cette jouissance saura se l'attacher..."
8868,/8kY2WmF9PgkzfmtcPyW1AmQJswu.jpg,"Lorsque Falbala et Tragicomix sont kidnappés, celui qui leur a porté atteinte n’imagine pas qu’il vient de réveiller la colère du petit village gaulois. D’autant qu’Obélix est amoureux de Falbala…"
78159,/fWmVjLsG27UJp4NSsByobK6YXj2.jpg,"Albin doit se rendre en Écosse pour recevoir le fabuleux héritage de feu sa tante : un château entouré d'immenses terres, un titre ducal et, surtout, un véritable magot qui pourrait régler une fois pour toutes les difficultés financières du cabaret tropézien dans lequel il se produit, La Cage aux folles. Mais les conditions du testament précisent qu'il ne pourra recevoir son héritage qu'après avoir contracté un mariage, et être le père d'un enfant légitime, dans un délai de 18 mois."
